unnamed:_0,job_title,salary_estimate,job_description,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,min_salary,max_salary,company_name_clean,avg_salary,min_salary_norm,max_salary_norm,avg_salary_norm,type_of_ownership_encoded,industry_encoded,sector_encoded,salary_range,city,state,company_size_encoded,revenue_million,company_age,job_title_simplified
575,data scientist,$85K-$142K (Glassdoor est.),Job Description,4.0,"lorven technologies inc
4.0","santa clara, ca","plainsboro, nj",1 to 50 employees,-1,company - private,accounting,accounting & legal,less than $1 million (usd),-1,,,lorven technologies inc,,0.0,0.0,0.0,2,1,1,,santa clara,ca,1.0,0.5,2027,scientist
577,data scientist,$111K-$176K (Glassdoor est.),Job Description,2.5,"caredx
2.5","brisbane, ca","brisbane, ca",1 to 50 employees,-1,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,Sequenom,,,caredx,,0.0,0.0,0.0,2,8,5,,brisbane,ca,1.0,0.0,2027,scientist
578,data scientist,$87K-$140K (Glassdoor est.),Job Description,3.9,"serigor inc.
3.9","san francisco, ca","baltimore, md",1 to 50 employees,-1,company - private,it services,information technology,less than $1 million (usd),-1,,,serigor inc.,,0.0,0.0,0.0,2,35,13,,san francisco,ca,1.0,0.5,2027,scientist
579,data scientist,$76K-$127K (Glassdoor est.),Job Description,3.4,"leidos
3.4","springfield, va","reston, va",10000+ employees,1969,company - public,aerospace & defense,aerospace & defense,$10+ billion (usd),-1,,,leidos,,0.0,0.0,0.0,3,3,2,,springfield,va,7.0,10000.0,57,scientist
580,"data analyst, performance partnership",$54K-$92K (Glassdoor est.),Job Description,3.6,"beckman coulter diagnostics
3.6","new york, ny","brea, ca",10000+ employees,1935,subsidiary or business segment,health care products manufacturing,manufacturing,$2 to $5 billion (usd),"Abbott Laboratories, Roche, Thermo Fisher Scientific",,,beckman coulter diagnostics,,0.0,0.0,0.0,11,27,15,,new york,ny,7.0,3500.0,91,analyst
582,data scientist,$61K-$100K (Glassdoor est.),Job Description,3.5,"ihs markit
3.5","new york, ny","london, united kingdom",10000+ employees,2016,company - public,consulting,business services,$2 to $5 billion (usd),"Thomson Reuters, International Data Group",,,ihs markit,,0.0,0.0,0.0,3,13,6,,new york,ny,7.0,3500.0,10,scientist
583,data scientist,$81K-$140K (Glassdoor est.),Job Description,,alin,"new york, ny","noida, india",Unknown,-1,company - private,-1,-1,unknown / non-applicable,-1,,,alin,,0.0,0.0,0.0,2,0,0,,new york,ny,0.0,0.0,2027,scientist
586,data scientist,$108K-$171K (Glassdoor est.),Job Description,3.5,"e-it professionals corp.
3.5","foster city, ca","canton, mi",51 to 200 employees,-1,company - private,"health, beauty, & fitness",consumer services,$5 to $10 million (usd),-1,,,e-it professionals corp.,,0.0,0.0,0.0,2,29,8,,foster city,ca,2.0,7.5,2027,scientist
587,data scientist,$112K-$179K (Glassdoor est.),Job Description,4.8,"techprojects
4.8","new york, ny","north brunswick, nj",1 to 50 employees,2011,company - private,it services,information technology,unknown / non-applicable,-1,,,techprojects,,0.0,0.0,0.0,2,35,13,,new york,ny,1.0,0.0,15,scientist
588,data scientist,$63K-$111K (Glassdoor est.),Job Description,4.0,"biz2credit inc
4.0","new york, ny","new york, ny",201 to 500 employees,2007,company - private,lending,finance,$100 to $500 million (usd),"Fundera, Bond Street, OnDeck",,,biz2credit inc,,0.0,0.0,0.0,2,37,10,,new york,ny,3.0,300.0,19,scientist
589,data scientist,$75K-$126K (Glassdoor est.),Job Description,4.2,"peoplesbank
4.2","holyoke, ma","holyoke, ma",201 to 500 employees,1885,company - private,banks & credit unions,finance,$50 to $100 million (usd),-1,,,peoplesbank,,0.0,0.0,0.0,2,6,10,,holyoke,ma,3.0,75.0,141,scientist
590,data scientist manager,$110K-$184K (Glassdoor est.),Job Description,3.8,"capgemini
3.8","new york, ny","paris, france",10000+ employees,1967,company - public,enterprise software & network solutions,information technology,$10+ billion (usd),"Accenture, CGI, Sopra Steria",,,capgemini,,0.0,0.0,0.0,3,19,13,,new york,ny,7.0,10000.0,59,scientist
591,data engineer,$76K-$145K (Glassdoor est.),Job Description,3.7,"gny insurance companies
3.7","new york, ny","new york, ny",201 to 500 employees,1914,company - private,insurance carriers,insurance,$100 to $500 million (usd),"Travelers, Chubb, Crum & Forster",,,gny insurance companies,,0.0,0.0,0.0,2,32,14,,new york,ny,3.0,300.0,112,engineer
592,data scientist,-1,Job Description,4.4,"watchful
4.4","san francisco, ca","apopka, fl",1 to 50 employees,-1,company - private,security services,business services,unknown / non-applicable,-1,,,watchful,,0.0,0.0,0.0,2,48,6,,san francisco,ca,1.0,0.0,2027,scientist
593,process development scientist,-1,Job Description,5.0,"quality consulting group
5.0","juncos, pr","guaynabo, pr",51 to 200 employees,2011,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $5 million (usd),"Ultimate Solutions, Flexible & Integrated Technical Services, Mentor Technical Group",,,quality consulting group,,0.0,0.0,0.0,2,8,5,,juncos,pr,2.0,3.0,15,scientist
595,data scientist,$70K-$118K (Glassdoor est.),Job Description,4.6,"conch technologies, inc
4.6","waltham, ma","memphis, tn",51 to 200 employees,-1,company - private,consulting,business services,$5 to $10 million (usd),-1,,,"conch technologies, inc",,0.0,0.0,0.0,2,13,6,,waltham,ma,2.0,7.5,2027,scientist
597,senior data scientist,$94K-$153K (Glassdoor est.),Job Description,4.3,"medidata solutions
4.3","new york, ny","new york, ny",1001 to 5000 employees,1999,company - public,enterprise software & network solutions,information technology,$500 million to $1 billion (usd),Oracle,,,medidata solutions,,0.0,0.0,0.0,3,19,13,,new york,ny,5.0,750.0,27,scientist
598,sr data scientist,-1,Job Description,2.9,"healthfirst
2.9","new york, ny","new york, ny",1001 to 5000 employees,1993,nonprofit organization,insurance carriers,insurance,unknown / non-applicable,"EmblemHealth, UnitedHealth Group, Aetna",,,healthfirst,,0.0,0.0,0.0,7,32,14,,new york,ny,5.0,0.0,33,scientist
601,software data engineer - college,$49K-$97K (Glassdoor est.),Job Description,4.0,"hp inc.
4.0","corvallis, or","palo alto, ca",10000+ employees,1939,company - public,computer hardware & software,information technology,unknown / non-applicable,-1,,,hp inc.,,0.0,0.0,0.0,3,11,13,,corvallis,or,7.0,0.0,87,engineer
606,senior data scientist - algorithms,$150K-$180K (Glassdoor est.),Job Description,3.9,"quartet health
3.9","new york, ny","new york, ny",201 to 500 employees,2014,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,quartet health,,0.0,0.0,0.0,2,19,13,,new york,ny,3.0,0.0,12,scientist
609,data analyst,$42K-$77K (Glassdoor est.),Job Description,3.1,"success academy charter schools
3.1","new york, ny","new york, ny",1001 to 5000 employees,2006,school / school district,k-12 education,education,$100 to $500 million (usd),-1,,,success academy charter schools,,0.0,0.0,0.0,10,36,9,,new york,ny,5.0,300.0,20,analyst
612,data scientist,-1,Job Description,,compuforce,"new york, ny","new york, ny",Unknown,-1,company - private,-1,-1,unknown / non-applicable,-1,,,compuforce,,0.0,0.0,0.0,2,0,0,,new york,ny,0.0,0.0,2027,scientist
616,data analyst,$47K-$85K (Glassdoor est.),Job Description,3.6,"axion healthcare solutions
3.6","new york, ny","new york, ny",1 to 50 employees,1980,company - private,health care services & hospitals,health care,$10 to $25 million (usd),"The Execu|Search Group, Prime Staffing",,,axion healthcare solutions,,0.0,0.0,0.0,2,28,12,,new york,ny,1.0,17.5,46,analyst
618,data scientist,-1,Job Description,,weride.ai,"san jose, ca",-1,-1,-1,-1,-1,-1,-1,-1,,,weride.ai,,0.0,0.0,0.0,0,0,0,,san jose,ca,0.0,0.0,2027,scientist
619,data scientist,$56K-$95K (Glassdoor est.),Job Description,4.2,"execonline
4.2","new york, ny","new york, ny",51 to 200 employees,2012,company - private,education training services,education,unknown / non-applicable,"Harvard Business School, Coursera, edX",,,execonline,,0.0,0.0,0.0,2,17,9,,new york,ny,2.0,0.0,14,scientist
621,data scientist,-1,Job Description,,odsc hiring partner,"new york, ny",-1,-1,-1,-1,-1,-1,-1,-1,,,odsc hiring partner,,0.0,0.0,0.0,0,0,0,,new york,ny,0.0,0.0,2027,scientist
622,machine learning engineer,$62K-$112K (Glassdoor est.),Job Description,4.0,"mteq
4.0","fort belvoir, va","lorton, va",501 to 1000 employees,1954,company - public,aerospace & defense,aerospace & defense,$100 to $500 million (usd),"Harris, Fibertek",,,mteq,,0.0,0.0,0.0,3,3,2,,fort belvoir,va,4.0,300.0,72,engineer
623,senior data scientist oncology,$107K-$173K (Glassdoor est.),Job Description,3.9,"astrazeneca
3.9","gaithersburg, md","cambridge, united kingdom",10000+ employees,1913,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Roche, GlaxoSmithKline, Novartis",,,astrazeneca,,0.0,0.0,0.0,3,8,5,,gaithersburg,md,7.0,10000.0,113,scientist
624,data scientist,$64K-$108K (Glassdoor est.),Job Description,3.7,"brillient
3.7","silver spring, md","reston, va",201 to 500 employees,2006,company - private,it services,information technology,$25 to $50 million (usd),-1,,,brillient,,0.0,0.0,0.0,2,35,13,,silver spring,md,3.0,37.5,20,scientist
625,senior data scientist,$89K-$144K (Glassdoor est.),Job Description,4.4,"entefy
4.4","palo alto, ca","palo alto, ca",1 to 50 employees,2012,company - private,internet,information technology,unknown / non-applicable,-1,,,entefy,,0.0,0.0,0.0,2,33,13,,palo alto,ca,1.0,0.0,14,scientist
628,data scientist,-1,Job Description,,point72 ventures,"palo alto, ca",-1,-1,-1,-1,-1,-1,-1,-1,,,point72 ventures,,0.0,0.0,0.0,0,0,0,,palo alto,ca,0.0,0.0,2027,scientist
631,data engineer,$55K-$105K (Glassdoor est.),Job Description,3.4,"trace3
3.4","houston, tx","irvine, ca",501 to 1000 employees,2002,company - private,it services,information technology,$1 to $2 billion (usd),"World Wide Technology, Presidio, Optiv",,,trace3,,0.0,0.0,0.0,2,35,13,,houston,tx,4.0,1500.0,24,engineer
634,principal data scientist,$135K-$211K (Glassdoor est.),Job Description,3.7,"northrop grumman
3.7","san jose, ca","falls church, va",10000+ employees,1939,company - public,aerospace & defense,aerospace & defense,$10+ billion (usd),-1,,,northrop grumman,,0.0,0.0,0.0,3,3,2,,san jose,ca,7.0,10000.0,87,scientist
635,data engineer,$57K-$80K (Glassdoor est.),Job Description,3.5,"saama technologies inc
3.5","phoenix, az","campbell, ca",501 to 1000 employees,1997,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Accenture, Deloitte, IBM",,,saama technologies inc,,0.0,0.0,0.0,2,8,5,,phoenix,az,4.0,0.0,29,engineer
636,data scientist - alpha insights,$129K-$215K (Glassdoor est.),Job Description,4.4,"two sigma
4.4","new york, ny","new york, ny",1001 to 5000 employees,2001,company - private,investment banking & asset management,finance,unknown / non-applicable,-1,,,two sigma,,0.0,0.0,0.0,2,34,10,,new york,ny,5.0,0.0,25,scientist
638,"associate principal scientist, pharmacogenomics",$63K-$127K (Glassdoor est.),Job Description,3.9,"astrazeneca
3.9","gaithersburg, md","cambridge, united kingdom",10000+ employees,1913,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Roche, GlaxoSmithKline, Novartis",,,astrazeneca,,0.0,0.0,0.0,3,8,5,,gaithersburg,md,7.0,10000.0,113,scientist
639,data scientist - systems engineering,$50K-$89K (Glassdoor est.),Job Description,3.2,"mitre
3.2","bedford, ma","bedford, ma",5001 to 10000 employees,1958,nonprofit organization,federal agencies,government,$1 to $2 billion (usd),"Battelle, General Atomics, SAIC",,,mitre,,0.0,0.0,0.0,7,21,11,,bedford,ma,6.0,1500.0,68,scientist
643,data scientist,$71K-$124K (Glassdoor est.),Job Description,4.0,"strategic financial solutions
4.0","new york, ny","new york, ny",501 to 1000 employees,2007,company - private,consumer product rental,consumer services,unknown / non-applicable,"National Debt Relief, Freedom Financial Network",,,strategic financial solutions,,0.0,0.0,0.0,2,14,8,,new york,ny,4.0,0.0,19,scientist
646,data scientist,$69K-$121K (Glassdoor est.),Job Description,3.4,"remedy bpci partners, llc.
3.4","new york, ny","norwalk, ct",201 to 500 employees,2011,company - private,health care services & hospitals,health care,unknown / non-applicable,"Healthfirst (New York), naviHealth",,,"remedy bpci partners, llc.",,0.0,0.0,0.0,2,28,12,,new york,ny,3.0,0.0,15,scientist
648,principal data scientist,$150K-$238K (Glassdoor est.),Job Description,3.2,"the climate corporation
3.2","san francisco, ca","san francisco, ca",501 to 1000 employees,2006,subsidiary or business segment,enterprise software & network solutions,information technology,unknown / non-applicable,"Granular, Intuit, John Deere",,,the climate corporation,,0.0,0.0,0.0,11,19,13,,san francisco,ca,4.0,0.0,20,scientist
651,data scientist,$77K-$132K (Glassdoor est.),Job Description,3.5,"crossix solutions
3.5","new york, ny","new york, ny",201 to 500 employees,2005,company - public,advertising & marketing,business services,unknown / non-applicable,-1,,,crossix solutions,,0.0,0.0,0.0,3,2,6,,new york,ny,3.0,0.0,21,scientist
653,data engineer - consultant (charlotte based),$59K-$112K (Glassdoor est.),Job Description,4.2,"clarity insights
4.2","charlotte, nc","chicago, il",201 to 500 employees,2008,company - private,it services,information technology,unknown / non-applicable,-1,,,clarity insights,,0.0,0.0,0.0,2,35,13,,charlotte,nc,3.0,0.0,18,engineer
654,"data analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","salt lake city, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,salt lake city,ut,7.0,0.0,2027,analyst
655,data engineer,$79K-$147K (Glassdoor est.),Job Description,3.1,"ncsoft
3.1","aliso viejo, ca","seoul, south korea",1001 to 5000 employees,1997,company - public,video games,media,$10+ billion (usd),"Blizzard Entertainment, Riot Games, Electronic Arts",,,ncsoft,,0.0,0.0,0.0,3,61,16,,aliso viejo,ca,5.0,10000.0,29,engineer
658,"scientist, immuno-oncology",$62K-$119K (Glassdoor est.),Job Description,3.9,"gsk
3.9","cambridge, ma","brentford, united kingdom",10000+ employees,1830,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Pfizer, AstraZeneca, Merck",,,gsk,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,196,scientist
660,senior data scientist,$119K-$187K (Glassdoor est.),Job Description,4.3,"factual
4.3","los angeles, ca","los angeles, ca",51 to 200 employees,2008,company - private,computer hardware & software,information technology,unknown / non-applicable,Foursquare,,,factual,,0.0,0.0,0.0,2,11,13,,los angeles,ca,2.0,0.0,18,scientist
661,products data analyst ii,$90K-$157K (Glassdoor est.),Job Description,3.3,"trinet
3.3","dublin, ca","dublin, ca",1001 to 5000 employees,1988,company - public,consulting,business services,$2 to $5 billion (usd),"Paychex, Insperity, ADP",,,trinet,,0.0,0.0,0.0,3,13,6,,dublin,ca,5.0,3500.0,38,analyst
662,lead data analyst,$32K-$62K (Glassdoor est.),Job Description,3.9,"signpost
3.9","new york, ny","new york, ny",201 to 500 employees,2010,company - private,internet,information technology,$10 to $25 million (usd),-1,,,signpost,,0.0,0.0,0.0,2,33,13,,new york,ny,3.0,17.5,16,analyst
664,data science engineer - mobile,$116K-$208K (Glassdoor est.),Job Description,4.0,"adobe
4.0","san jose, ca","san jose, ca",10000+ employees,1982,company - public,computer hardware & software,information technology,$5 to $10 billion (usd),"Apple, Microsoft",,,adobe,,0.0,0.0,0.0,3,11,13,,san jose,ca,7.0,7500.0,44,engineer
667,scientist - analytical development - pharmaceutics,-1,Job Description,2.3,"upm pharmaceutical inc
2.3","bristol, tn","bristol, tn",51 to 200 employees,-1,contract,-1,-1,unknown / non-applicable,-1,,,upm pharmaceutical inc,,0.0,0.0,0.0,4,0,0,,bristol,tn,2.0,0.0,2027,scientist
672,senior data engineer,$76K-$142K (Glassdoor est.),Job Description,3.2,"equian llc
3.2","franklin, tn","indianapolis, in",1001 to 5000 employees,2004,company - private,health care services & hospitals,health care,unknown / non-applicable,-1,,,equian llc,,0.0,0.0,0.0,2,28,12,,franklin,tn,5.0,0.0,22,engineer
676,machine learning engineer,$91K-$159K (Glassdoor est.),Job Description,3.2,"information builders
3.2","new york, ny","new york, ny",1001 to 5000 employees,1975,company - private,computer hardware & software,information technology,unknown / non-applicable,"Qlik, Tableau Software, Informatica",,,information builders,,0.0,0.0,0.0,2,11,13,,new york,ny,5.0,0.0,51,engineer
678,"sr expert data science, advanced visual analytics (associate level)",$80K-$133K (Glassdoor est.),Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,other
687,it associate data analyst,$39K-$69K (Glassdoor est.),Job Description,3.7,"the hanover insurance group
3.7","worcester, ma","worcester, ma",5001 to 10000 employees,1852,company - public,insurance carriers,insurance,$5 to $10 billion (usd),-1,,,the hanover insurance group,,0.0,0.0,0.0,3,32,14,,worcester,ma,6.0,7500.0,174,analyst
689,clinical data analyst,$27K-$48K (Glassdoor est.),Job Description,3.0,"greenway health
3.0","tampa, fl","tampa, fl",1001 to 5000 employees,1977,subsidiary or business segment,enterprise software & network solutions,information technology,$100 to $500 million (usd),"eClinicalWorks, NextGen Healthcare, athenahealth",,,greenway health,,0.0,0.0,0.0,11,19,13,,tampa,fl,5.0,300.0,49,analyst
690,business data analyst,$36K-$71K (Glassdoor est.),Job Description,3.8,"fareportal
3.8","new york, ny","new york, ny",1001 to 5000 employees,2002,company - private,travel agencies,travel & tourism,$2 to $5 billion (usd),"Expedia Group, Orbitz Worldwide, Priceline.com",,,fareportal,,0.0,0.0,0.0,2,57,24,,new york,ny,5.0,3500.0,24,analyst
701,data scientist - sales,$130K-$206K (Glassdoor est.),Job Description,4.7,"confluent
4.7","mountain view, ca","mountain view, ca",501 to 1000 employees,2014,company - private,computer hardware & software,information technology,$100 to $500 million (usd),-1,,,confluent,,0.0,0.0,0.0,2,11,13,,mountain view,ca,4.0,300.0,12,scientist
704,senior data analyst,$99K-$178K (Glassdoor est.),Job Description,3.9,"life360
3.9","san francisco, ca","san francisco, ca",51 to 200 employees,2008,company - public,computer hardware & software,information technology,unknown / non-applicable,-1,,,life360,,0.0,0.0,0.0,3,11,13,,san francisco,ca,2.0,0.0,18,analyst
705,"principal, data science - advanced analytics",$86K-$137K (Glassdoor est.),Job Description,3.6,"iqvia
3.6","plymouth meeting, pa","durham, nc",10000+ employees,2017,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$2 to $5 billion (usd),"PPD, INC Research, PRA Health Sciences",,,iqvia,,0.0,0.0,0.0,3,8,5,,plymouth meeting,pa,7.0,3500.0,9,other
706,data science project manager,$37K-$100K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,boston,ma,6.0,10000.0,175,manager
707,"sr scientist, immuno-oncology - oncology",$58K-$111K (Glassdoor est.),Job Description,3.9,"gsk
3.9","cambridge, ma","brentford, united kingdom",10000+ employees,1830,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Pfizer, AstraZeneca, Merck",,,gsk,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,196,scientist
708,senior data engineer,$72K-$133K (Glassdoor est.),Job Description,4.4,"eventbrite
4.4","nashville, tn","san francisco, ca",1001 to 5000 employees,2006,company - public,internet,information technology,$100 to $500 million (usd),"See Tickets, TicketWeb, Vendini",,,eventbrite,,0.0,0.0,0.0,3,33,13,,nashville,tn,5.0,300.0,20,engineer
711,research scientist â?security and privacy,$61K-$126K (Glassdoor est.),Job Description,3.6,"riverside research institute
3.6","beavercreek, oh","arlington, va",501 to 1000 employees,1967,nonprofit organization,federal agencies,government,$50 to $100 million (usd),-1,,,riverside research institute,,0.0,0.0,0.0,7,21,11,,beavercreek,oh,4.0,75.0,59,scientist
712,data science manager,$95K-$160K (Glassdoor est.),Job Description,3.2,"numeric, llc
3.2","allentown, pa","chadds ford, pa",1 to 50 employees,-1,company - private,staffing & outsourcing,business services,$5 to $10 million (usd),-1,,,"numeric, llc",,0.0,0.0,0.0,2,51,6,,allentown,pa,1.0,7.5,2027,manager
714,data analyst 2 (missionary department),$53K-$91K (Glassdoor est.),Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","salt lake city, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,salt lake city,ut,7.0,0.0,2027,analyst
718,supply chain data analyst,$33K-$61K (Glassdoor est.),Job Description,3.1,"icon health and fitness
3.1","logan, ut","logan, ut",1001 to 5000 employees,1977,company - private,consumer products manufacturing,manufacturing,$500 million to $1 billion (usd),"Life Fitness, Brooks Running, Under Armour",,,icon health and fitness,,0.0,0.0,0.0,2,15,15,,logan,ut,5.0,750.0,49,analyst
719,data engineer - etl,$44K-$86K (Glassdoor est.),Job Description,3.8,"shipt
3.8","birmingham, al","birmingham, al",501 to 1000 employees,2014,subsidiary or business segment,consumer product rental,consumer services,unknown / non-applicable,-1,,,shipt,,0.0,0.0,0.0,11,14,8,,birmingham,al,4.0,0.0,12,engineer
725,senior data analyst,$69K-$119K (Glassdoor est.),Job Description,4.0,"novetta
4.0","herndon, va","mc lean, va",501 to 1000 employees,2012,company - private,enterprise software & network solutions,information technology,$100 to $500 million (usd),"Leidos, CACI International, Booz Allen Hamilton",,,novetta,,0.0,0.0,0.0,2,19,13,,herndon,va,4.0,300.0,14,analyst
727,senior data engineer,$67K-$127K (Glassdoor est.),Job Description,4.0,"novetta
4.0","reston, va","mc lean, va",501 to 1000 employees,2012,company - private,enterprise software & network solutions,information technology,$100 to $500 million (usd),"Leidos, CACI International, Booz Allen Hamilton",,,novetta,,0.0,0.0,0.0,2,19,13,,reston,va,4.0,300.0,14,engineer
729,clinical document review scientist,-1,Job Description,3.5,"pact pharma
3.5","south san francisco, ca","south san francisco, ca",51 to 200 employees,2016,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,pact pharma,,0.0,0.0,0.0,2,8,5,,south san francisco,ca,2.0,0.0,10,scientist
730,data modeler (analytical systems),$66K-$117K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,boston,ma,6.0,10000.0,175,other
732,data scientist in translational medicine,$86K-$143K (Glassdoor est.),Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
734,product manager/data evangelist,$50K-$98K (Glassdoor est.),Job Description,3.2,"numeric, llc
3.2","phila, pa","chadds ford, pa",1 to 50 employees,-1,company - private,staffing & outsourcing,business services,$5 to $10 million (usd),-1,,,"numeric, llc",,0.0,0.0,0.0,2,51,6,,phila,pa,1.0,7.5,2027,manager
737,"senior data scientist â?visualization, novartis ai innovation lab",$92K-$150K (Glassdoor est.),Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
738,senior data analyst/scientist,$90K-$153K (Glassdoor est.),Job Description,4.5,"demandbase
4.5","san francisco, ca","san francisco, ca",201 to 500 employees,2006,company - private,computer hardware & software,information technology,$100 to $500 million (usd),"Engagio, Bombora, Terminus",,,demandbase,,0.0,0.0,0.0,2,11,13,,san francisco,ca,3.0,300.0,20,scientist
739,machine learning scientist,-1,Job Description,4.7,"job juncture
4.7","boston, ma","houston, tx",1001 to 5000 employees,1992,company - private,staffing & outsourcing,business services,less than $1 million (usd),-1,,,job juncture,,0.0,0.0,0.0,2,51,6,,boston,ma,5.0,0.5,34,scientist
741,"scientist â?cancer discovery, molecular assay",Employer Provided Salary:$100K-$135K,Job Description,,monte rosa therapeutics,"cambridge, ma",-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.135,monte rosa therapeutics,0.1175,0.5,0.54,0.5222222222222223,0,0,0,0.035,cambridge,ma,0.0,0.0,2027,scientist
744,data engineer,$42K-$79K (Glassdoor est.),Job Description,3.4,"intraedge
3.4","scottsdale, az","chandler, az",501 to 1000 employees,2002,company - private,it services,information technology,$50 to $100 million (usd),-1,,,intraedge,,0.0,0.0,0.0,2,35,13,,scottsdale,az,4.0,75.0,24,engineer
747,big data engineer,$84K-$153K (Glassdoor est.),Job Description,3.3,"peraton
3.3","chantilly, va","herndon, va",1001 to 5000 employees,2017,company - private,aerospace & defense,aerospace & defense,$1 to $2 billion (usd),-1,,,peraton,,0.0,0.0,0.0,2,3,2,,chantilly,va,5.0,1500.0,9,engineer
752,data engineering analyst,$44K-$73K (Glassdoor est.),Job Description,3.8,"country financial
3.8","bloomington, il","bloomington, il",1001 to 5000 employees,1925,company - private,insurance carriers,insurance,$2 to $5 billion (usd),"Northwestern Mutual, American Family Insurance, MetLife",,,country financial,,0.0,0.0,0.0,2,32,14,,bloomington,il,5.0,3500.0,101,analyst
755,manager of data science,$40K-$87K (Glassdoor est.),Job Description,3.9,"tapjoy
3.9","san francisco, ca","san francisco, ca",201 to 500 employees,2007,company - private,internet,information technology,$10 to $25 million (usd),"FLURRY, Chartboost",,,tapjoy,,0.0,0.0,0.0,2,33,13,,san francisco,ca,3.0,17.5,19,manager
757,software engineer (data scientist/software engineer) - sisw - mg,$72K-$142K (Glassdoor est.),Job Description,4.1,"mentor graphics
4.1","fremont, ca","wilsonville, or",5001 to 10000 employees,1981,company - public,computer hardware & software,information technology,$1 to $2 billion (usd),"Cadence Design Systems, Synopsys, Altium Limited",,,mentor graphics,,0.0,0.0,0.0,3,11,13,,fremont,ca,6.0,1500.0,45,scientist
758,data engineer,$74K-$137K (Glassdoor est.),Job Description,3.7,"maxar technologies
3.7","springfield, va","westminster, co",5001 to 10000 employees,-1,company - public,aerospace & defense,aerospace & defense,$2 to $5 billion (usd),-1,,,maxar technologies,,0.0,0.0,0.0,3,3,2,,springfield,va,6.0,3500.0,2027,engineer
759,data engineer,$57K-$109K (Glassdoor est.),Job Description,2.8,"icw group
2.8","san diego, ca","san diego, ca",501 to 1000 employees,1972,company - private,insurance carriers,insurance,$500 million to $1 billion (usd),"Liberty Mutual Insurance, EMPLOYERS, Travelers",,,icw group,,0.0,0.0,0.0,2,32,14,,san diego,ca,4.0,750.0,54,engineer
768,associate research scientist i (protein expression and production),$59K-$116K (Glassdoor est.),Job Description,3.0,"exelixis
3.0","alameda, ca","alameda, ca",501 to 1000 employees,1994,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Genentech, Novartis, AstraZeneca",,,exelixis,,0.0,0.0,0.0,3,8,5,,alameda,ca,4.0,0.0,32,scientist
775,"head data scientist, predictive analytics lead ai innovation lab",-1,Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
