Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,r_studio_yn,spark_yn,aws_yn,excel_yn
"VP, Data Science",$83K-$166K (Glassdoor est.),Job Description,3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,"PennyMac
", AZ,18,0,0,0,0,0
Senior Data Scientist,$114K-$182K (Glassdoor est.),Job Description,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,114,182,148.0,"Zest AI
", CA,17,0,0,0,0,0
Radar Data Analyst,$42K-$76K (Glassdoor est.),Job Description,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76,59.0,"DECISIVE ANALYTICS Corporation
", AL,30,0,0,0,0,0
PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),Job Description,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,114,179,146.5,"The Hanover Insurance Group
", MA,174,0,0,0,0,0
PV Scientist,$60K-$123K (Glassdoor est.),Job Description,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,60,123,91.5,"Karyopharm Therapeutics Inc.
", MA,-1,0,0,0,0,0
Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),Job Description,3.0,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,100,166,133.0,"Tempus Labs
", IL,11,0,0,0,0,0
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),Job Description,4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,"Recursion Pharmaceuticals
", UT,13,0,0,0,0,0
Data Engineer,$48K-$93K (Glassdoor est.),Job Description,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,48,93,70.5,"P2 Energy Solutions
", LA,-1,0,0,0,0,0
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),Job Description,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,"Rochester Regional Health
", NY,12,0,0,0,0,0
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),Job Description,4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,"ClearEdge
", MD,24,0,0,0,0,0
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),Job Description,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,"Rubius Therapeutics
", MA,13,0,0,0,0,0
Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,181.0,"Tapjoy
", CA,19,0,0,0,0,0
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),Job Description,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,"Rochester Regional Health
", NY,12,0,0,0,0,0
Lead Data Engineer,$190K-$220K(Employer est.),Job Description,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220,205.0,"Credit Sesame
", CA,16,0,0,0,0,0
Marketing Data Analyst,$35K-$62K (Glassdoor est.),Job Description,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62,48.5,"San Manuel Casino
", CA,40,0,0,0,0,0
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Job Description,4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,18,25,21.5,"Texas Health Huguley Hospital
", TX,49,0,0,0,0,0
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Job Description,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66,52.5,"Teasdale Latin Foods
", IL,-1,0,0,0,0,0
Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167,124.0,"Software Engineering Institute
", PA,42,0,0,0,0,0
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Job Description,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86,64.0,"Central California Alliance for Health
", CA,30,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Job Description,3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98.0,"Pilot Flying J Travel Centers LLC
", TN,68,0,0,0,0,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Job Description,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,21,34,27.5,"Beebe Healthcare
", DE,91,0,0,0,0,0
Food Scientist - Developer,$40K-$68K (Glassdoor est.),Job Description,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68,54.0,"Palermo's Pizza
", WI,62,0,0,0,0,0
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Job Description,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,"Advanced BioScience Laboratories
", MD,65,0,0,0,0,0
Sr. Data Engineer,$75K-$140K (Glassdoor est.),Job Description,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,"Echo Global Logistics
", IL,21,0,0,0,0,0
Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),Job Description,3.8,"Truckstop.com
3.8","Chicago, IL","New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,86,139,112.5,"Truckstop.com
", IL,31,0,0,0,0,0
Data Scientist,$66K-$112K (Glassdoor est.),Job Description,3.7,"Lockheed Martin
3.7","Herndon, VA","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",0,0,66,112,89.0,"Lockheed Martin
", VA,31,0,0,0,0,0
Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),Job Description,4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,76,125,100.5,"Acuity Insurance
", WI,101,0,0,0,0,0
"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,"Fareportal
", NY,24,0,0,0,0,0
Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),Job Description,3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans, LA","Washington, DC",10000+ employees,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,1,0,15,25,20.0,"Veterans Affairs, Veterans Health Administration
", LA,96,0,0,0,0,0
Data Scientist,$53K-$92K (Glassdoor est.),Job Description,4.3,"Credera
4.3","Dallas, TX","Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,53,92,72.5,"Credera
", TX,27,0,0,0,0,0
Senior Data Analyst,$44K-$78K (Glassdoor est.),Job Description,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,44,78,61.0,"KnowBe4
", FL,16,0,0,0,0,0
BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Job Description,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,0,85,134,109.5,"Church & Dwight
", NJ,180,0,0,0,0,0
Data Engineer,$59K-$110K (Glassdoor est.),Job Description,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,59,110,84.5,"Cogo Labs
", MA,21,0,0,0,0,0
Data Scientist,$64K-$111K (Glassdoor est.),Job Description,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,0,0,64,111,87.5,"Spectrum Communications and Consulting
", IL,34,0,0,0,0,0
Data Analyst,$65K-$120K (Glassdoor est.),Job Description,3.1,"NCSOFT
3.1","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,65,120,92.5,"NCSOFT
", CA,29,0,0,0,0,0
Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),Job Description,3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,60,103,81.5,"MITRE
", VA,68,0,0,0,0,0
Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),Job Description,4.3,"Dayton Freight Lines, Inc.
4.3","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",0,0,53,105,79.0,"Dayton Freight Lines, Inc.
", OH,45,0,0,0,0,0
Lead Data Scientist,$124K-$204K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,124,204,164.0,"MassMutual
", MA,175,0,0,0,0,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),Job Description,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,131,207,169.0,"Genentech
", CA,50,0,0,0,0,0
Senior Data Scientist,$110K-$174K (Glassdoor est.),Job Description,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,110,174,142.0,"Juniper Networks
", CA,30,0,0,0,0,0
Data Analyst,$33K-$62K (Glassdoor est.),Job Description,2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,0,0,33,62,47.5,"Community Action Partnership of San Luis Obispo
", CA,-1,0,0,0,0,0
Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52,101,76.5,"Takeda Pharmaceuticals
", MA,245,0,0,0,0,0
Data Analyst,$48K-$90K (Glassdoor est.),Job Description,3.4,"TrueAccord
3.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,48,90,69.0,"TrueAccord
", CA,13,0,0,0,0,0
Data Analyst,$34K-$64K (Glassdoor est.),Job Description,4.0,"DRB Systems
4.0","Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,34,64,49.0,"DRB Systems
", ID,42,0,0,0,0,0
Staff Data Scientist,$132K-$211K (Glassdoor est.),Job Description,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132,211,171.5,"Western Digital
", CA,56,0,0,0,0,0
"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),Job Description,3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,81,133,107.0,"Legal & General America
", MD,45,0,0,0,0,0
System and Data Analyst,$42K-$76K (Glassdoor est.),Job Description,3.7,"Corcentric
3.7","Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,42,76,59.0,"Corcentric
", NJ,30,0,0,0,0,0
Data Scientist,$66K-$111K (Glassdoor est.),Job Description,3.5,"U.Group
3.5","Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,66,111,88.5,"U.Group
", IN,7,0,0,0,0,0
Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,74,140,107.0,"The Church of Jesus Christ of Latter-day Saints
", UT,-1,0,0,0,0,0
Digital Health Data Scientist,$63K-$110K (Glassdoor est.),Job Description,4.0,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,"Pfizer
", MA,177,0,0,0,0,0
Data Scientist,$63K-$105K (Glassdoor est.),Job Description,4.3,"SMC 3
4.3","Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,63,105,84.0,"SMC 3
", KY,91,0,0,0,0,0
Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),Job Description,4.7,"Systems Evolution Inc.
4.7","New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,91,138,114.5,"Systems Evolution Inc.
", NY,34,0,0,0,0,0
Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Job Description,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100,190,145.0,"Sunovion
", MA,16,0,0,0,0,0
Data Engineer,$62K-$114K (Glassdoor est.),Job Description,4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,62,114,88.0,"Eventbrite
", TN,20,0,0,0,0,0
Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),Job Description,4.1,"Centro
4.1","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,0,71,129,100.0,"Centro
", IL,25,0,0,0,0,0
Senior Data Analyst,$43K-$80K (Glassdoor est.),Job Description,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43,80,61.5,"National Student Clearinghouse
", VA,33,0,0,0,0,0
Data Scientist,$74K-$119K (Glassdoor est.),Job Description,2.5,"comScore
2.5","Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",0,0,74,119,96.5,"comScore
", OR,27,0,0,0,0,0
Survey Data Analyst,$55K-$97K (Glassdoor est.),Job Description,4.2,"SullivanCotter
4.2","Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,55,97,76.0,"SullivanCotter
", MN,34,0,0,0,0,0
Data Scientist,$15K-$16K(Employer est.),Job Description,3.9,"NPD
3.9","Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,15,16,15.5,"NPD
", NY,60,0,0,0,0,0
Data Scientist,$61K-$106K (Glassdoor est.),Job Description,4.3,"Bakery Agency
4.3","Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,61,106,83.5,"Bakery Agency
", TX,16,0,0,0,0,0
"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),Job Description,2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,91,149,120.0,"State of Wisconsin Investment Board
", WI,75,0,0,0,0,0
Data Scientist,$127K-$199K (Glassdoor est.),Job Description,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,127,199,163.0,"Genentech
", CA,50,0,0,0,0,0
Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),Job Description,3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,74,126,100.0,"Blue Cross & Blue Shield of Rhode Island
", RI,87,0,0,0,0,0
Research Scientist,$33K-$72K (Glassdoor est.),Job Description,3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33,72,52.5,"Boys Town
", NE,109,0,0,0,0,0
Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),Job Description,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,17,24,20.5,"Tower Health
", PA,9,0,0,0,0,0
Junior Data Analyst,$37K-$63K (Glassdoor est.),Job Description,3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,37,63,50.0,"The HSC Health Care System
", DC,143,0,0,0,0,0
SQL Data Engineer,$67K-$119K (Glassdoor est.),Job Description,3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,67,119,93.0,"Pro-Sphere Tek
", TX,20,0,0,0,0,0
Data Scientist,$72K-$117K (Glassdoor est.),Job Description,3.0,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,0,0,72,117,94.5,"Ameritas Life Insurance Corp
", OH,139,0,0,0,0,0
Senior Data Scientist,$116K-$185K (Glassdoor est.),Job Description,4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,185,150.5,"Autodesk
", CA,44,0,0,0,0,0
Data Scientist,$78K-$126K (Glassdoor est.),Job Description,3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",0,0,78,126,102.0,"Genworth
", NC,22,0,0,0,0,0
"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),Job Description,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,42,82,62.0,"Rubius Therapeutics
", MA,13,0,0,0,0,0
Analytics Manager,$59K-$116K (Glassdoor est.),Job Description,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,59,116,87.5,"OneMagnify
", MI,59,0,0,0,0,0
Clinical Data Scientist,$63K-$105K (Glassdoor est.),Job Description,4.0,"Pfizer
4.0","Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84.0,"Pfizer
", CT,177,0,0,0,0,0
Data Scientist,$109K-$177K (Glassdoor est.),Job Description,4.0,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143.0,"Novetta
", VA,14,0,0,0,0,0
"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),Job Description,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,116,194,155.0,"Numeric, LLC
", PA,-1,0,0,0,0,0
Data Engineer,$48K-$95K (Glassdoor est.),Job Description,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48,95,71.5,"IZEA
", FL,20,0,0,0,0,0
Data Scientist,$83K-$133K (Glassdoor est.),Job Description,3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,83,133,108.0,"Trace Data
", CA,26,0,0,0,0,0
Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105,198,151.5,"Takeda Pharmaceuticals
", CA,245,0,0,0,0,0
Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),Job Description,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,0,0,31,72,51.5,"Vionic Group
", CA,20,0,0,0,0,0
Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98,182,140.0,"Takeda Pharmaceuticals
", MA,245,0,0,0,0,0
Senior Data Analyst,$55K-$100K (Glassdoor est.),Job Description,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,55,100,77.5,"Dodge Data & Analytics
", NJ,12,0,0,0,0,0
Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),Job Description,4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,45,82,63.5,"Clearwater Analytics
", ID,22,0,0,0,0,0
Data Scientist,$83K-$135K (Glassdoor est.),Job Description,4.0,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,83,135,109.0,"Tekvalley, Corp.
", CA,-1,0,0,0,0,0
